pH,DO,BOD,Conductivity,Nitrate,Fecal_Coliform,Turbidity,Potability
9.097617417474694,7.859999999999999,2.0260000000000002,437.26353132033125,11.008791191054701,14370.0,5.473663248895655,1
8.040144167343296,6.9,1.4,360.9576787634873,0.35,887.4,3.986459812349238,1
7.296908882387336,7.639999999999999,1.8399999999999999,367.9048021033115,0.9665696356226029,6622.6,4.671448182615176,1
8.22680803429499,7.859999999999999,2.0260000000000002,354.9262268283152,0.29,1123.8,2.1887018433563847,1
8.014183072060874,6.9,1.4,309.9304282029631,0.334,887.4,3.4170761989488176,1
9.25289339735736,7.772929855177201,3.6998406045046854,329.9227653683522,5.7153231401096445,257.2,3.566434730432753,1
7.288112706816173,7.88,2.34,384.69495523570447,2.8666551634543835,4991.2,3.626989960403898,1
4.865444268085012,6.919398077128261,3.021777409357906,533.3032206134925,4.026585692554649,110.6,5.070254359377525,1
4.762828659328944,8.235136168085141,2.6058508193510184,522.736232995813,1.3154548661527738,75.8,2.471786245060302,1
5.141506876714266,7.9249315946895065,2.9997908840771395,315.2296649504816,5.356352528448052,57.4,4.510578266177086,1
4.886379803626396,7.0415836019952565,2.7883723699996334,448.0508658299424,6.103184318707389,43.2,3.227849086219344,1
9.454119448104636,7.885249186166798,3.3730048735932776,431.6130013390234,6.506916161159964,44.2,4.0586260103019,1
7.000523220722731,5.38,6.26,483.3198806937969,1.2619055244748114,7604.0,4.333688587372011,1
8.323982150124747,7.859999999999999,2.0260000000000002,538.7922673434368,0.27799999999999997,1110.2,4.153782657266314,1
6.643158712135614,6.24,4.66,336.56150104700754,2.1898133870843646,11678.2,4.562197671215202,1
6.6239874583924685,9.832453651312631,1.7048033132003866,278.2606083658911,4.223640405452739,109.4,5.709690240551309,1
6.758656470581755,6.18,4.9,484.6087110686154,1.898833776690956,4399.0,2.743890221761156,1
8.628893415492303,7.370300796732613,3.260466714897904,392.7068863553571,0.9573783457732062,399.4,3.071350370794229,1
9.794717848521511,7.042366342835328,2.3318388791332807,576.0460834739301,1.557631637772403,148.0,2.807129774600525,1
5.376078292034362,7.173521536584593,2.6966072743744625,347.56506646308213,3.0868070686433606,93.8,3.629250321506012,1
5.603325960876688,7.5543299206428305,1.8922242435771164,511.4375201166876,5.853744195991922,64.4,3.9004213611254857,1
8.592417714156252,7.632842054075273,2.4289193531182547,328.5584399484513,4.903603905480514,401.6,3.7012879418226263,1
7.266781485544794,7.88,2.34,400.62498730718914,1.323925916023665,4979.0,3.9198270449578096,1
8.064652809050983,6.9,1.2599999999999998,490.2803525532353,0.278,834.0,3.3241126143010957,1
7.952481366151174,8.475360135133354,2.732313514391506,395.4487992297591,3.278680073904674,87.6,3.71095753994514,1
6.336456502432508,6.24,4.66,490.9724264608488,3.977013232741308,4363.4,4.561219815198779,1
6.1663482229269535,6.9799999999999995,3.17,217.35832957837812,9.210749925437035,4274.4,4.816304243581658,1
4.533399113632135,7.867392118311666,2.8688160163405887,385.656123306354,5.433116706203398,139.4,3.188640741905024,1
8.951652135487269,8.225985549850389,2.088,406.3091866023873,2.997945971862565,1109.0,1.8443716036962137,1
7.210773702067905,7.88,2.28,441.524088334925,0.8699999999999999,6606.6,4.462408040870791,1
4.238282524808328,8.328234579739405,2.3934745946665323,402.427173829804,3.142631852236751,93.0,3.787425889312188,1
8.264090516352203,7.859999999999999,2.026,450.8574914603334,0.27799999999999997,445.2,3.4105107155681607,1
7.893312711115429,7.159999999999999,1.4000000000000001,339.066071471725,0.55,144449.0,4.097360116401124,1
4.855587760461034,6.187913276954181,3.656938671817676,459.28803709314167,4.979950440067171,84.0,4.697153025520578,1
5.230453969096887,7.730793023196734,3.3880235269427295,307.91807510159987,7.1344383907074445,65.4,3.6956151117926663,1
7.017295398626637,5.380000000000001,6.26,512.7684389301344,2.1766237158978865,7604.0,4.899611272468954,1
4.941972156828116,8.051209257043126,3.5678480697938424,352.0390921282106,3.6351160137846983,129.4,5.076146746327639,1
9.638222268227196,7.8142554996454106,2.318995260996485,278.25142365833653,3.315962201970818,363.2,4.614369673533872,1
7.337399849697425,7.92,2.04,427.9306866458345,1.9939999999999998,4979.2,4.981833942925027,1
6.690149778851738,7.73547085595212,2.378186981506201,315.6043274084115,3.000341727588283,34367.4,3.735204450885166,1
7.300243130212365,8.14801026102499,3.2215032853918295,521.8735150665893,1.9092210395489722,56.0,3.2919428728664184,1
8.257596524670312,7.859999999999999,2.026,528.0686584836523,0.27799999999999997,1110.2,4.528574925440666,1
8.315267620031083,7.859999999999999,2.0260000000000002,446.9549100852281,0.27799999999999997,445.2,4.1285253608325965,1
7.632183233707584,7.003236796248309,3.241264515920913,524.000355172102,2.7849699705583078,90.8,3.293848374019273,1
7.171593554534841,7.720000000000001,2.3200000000000003,462.7669762065741,0.8699999999999999,1774.4,4.62273611029743,1
6.941278904431053,5.0600000000000005,7.220000000000001,480.8785435518915,0.8700000000000001,11733.0,4.178959771570964,1
7.185196814823305,7.374577543724634,3.0501510558505047,384.90651624541937,6.653494504734759,84.8,3.9792968666884017,1
6.888547603133792,5.0600000000000005,7.220000000000001,393.4931552922741,0.868,11733.0,2.901432044137745,1
6.8331110185961625,6.18,4.9,415.0974384997248,1.539810590730697,4389.0,3.02157359521932,1
8.247958056143684,7.859999999999999,2.0260000000000002,588.6991933996939,0.27799999999999997,1110.2,4.723230705859027,1
8.922379799883824,7.7437575073285885,3.1453588152545544,385.8747994925713,1.9590599965508773,424.4,5.821825990151662,1
7.3560567780554384,7.6,4.0600000000000005,428.753103595545,0.7859999999999999,6622.6,4.549916839518295,1
7.039972518836978,7.8300389919457345,2.307145722430562,445.3458752967511,0.7552222963229224,916.8,3.893326831733837,1
9.75270322651984,7.708070033027144,2.7753467097885003,580.0035335754574,6.2273658499007665,75.8,3.4221104746990925,1
6.844141767435719,6.24,4.540000000000001,398.046804298961,1.1528069416062503,11733.0,3.412853174713619,1
6.910765112184391,6.160000000000001,5.0200000000000005,487.9323102949239,2.0761064325632677,4399.0,4.340148944480579,1
8.80184604561893,7.859999999999999,2.0260000000000002,399.2835622955296,1.478055930401784,658.0,4.031495952782075,1
6.283103588064353,5.698439406661782,4.574815686766719,470.8215689069791,2.819166670065688,4333.0,2.663920733696861,1
6.35403811007823,7.055387753230323,2.517039370085719,355.5273068455246,4.436719321956477,4298.0,4.935240394248478,1
5.928767339528974,6.454146779823044,2.4848189542530954,459.2609613873423,4.4551158937186015,99.2,3.592912289891955,1
6.8236420060869065,6.16,5.0200000000000005,544.0110745033851,2.6476810382856595,4399.0,3.386362671790524,1
7.342231249416264,7.3,3.8,448.1516693142082,0.8699999999999999,6622.6,4.261504364251519,1
7.14601971618829,7.340000000000001,2.7,484.442964824564,0.8700000000000001,1848.4,5.393476357423515,1
5.089387791182689,8.317627200892371,4.057597483618013,498.7008895433159,4.413612651204128,68.4,3.0540452006756715,1
8.594217251084952,7.859999999999999,2.026,517.8446739686019,0.963366888820457,411.2,4.48954479397793,1
8.149437297610588,7.519999999999999,1.582,461.80454812006025,0.27799999999999997,445.2,4.949257360747264,1
9.271578532993324,7.931856351540169,3.997859226860954,504.6167925272964,4.392928286031801,72.4,3.549608409738088,1
7.021617480943761,5.38,6.26,435.6743930542932,1.7451703954357953,7604.0,3.855636250178683,1
7.83336100102891,6.6800000000000015,3.2199999999999998,443.6291232113895,0.55,144449.0,4.27097313834306,1
6.643734375617576,6.24,4.66,291.0847438189947,4.161812802845069,4281.0,3.920607408198088,1
6.761413709046804,5.0600000000000005,7.220000000000001,526.325213716472,2.622306598576796,11773.0,4.350206872394596,1
7.243482154402432,7.880000000000001,2.28,322.3652373888966,2.046090657767325,6606.6,4.763578511529136,1
7.990658238533358,7.159999999999999,1.4,638.0001822995924,0.35,887.4,3.160917458532662,1
7.612516822631869,6.68,3.8,341.07492458185163,2.9110306803230275,148606.0,2.93959347170948,1
6.080992868571669,7.994585177173292,3.2459515889140214,498.4540986722841,4.654264153602587,72.2,2.091786839914147,1
7.888424514936055,7.160000000000001,1.4,490.8951089950268,0.55,144449.0,2.998065930668415,1
6.658833571629886,7.221063909351398,1.980681707012279,434.65898101880754,6.157372025168305,11658.6,3.969740440383512,1
6.988606037988104,7.209479288757095,2.9541599962846306,465.3308561251105,5.38503696657901,16211.6,3.210752658318472,1
7.222997560406464,7.639999999999999,1.9999999999999996,435.5738877753308,1.491170395435795,1794.4,3.966258509567033,1
7.111856325866638,7.571147271165621,1.2959019474014024,517.6268878281727,3.6958400431128586,144.2,3.1256087009088547,1
6.427720560503044,7.971032015682056,3.2416649290819186,352.7453698304618,5.608301959698921,74.4,2.9044533996755977,1
5.023380783822836,7.8003341386779805,3.0875815220172282,454.8848090531006,4.412241798587758,84.6,4.477351412174476,1
6.374651170738378,7.497395759707362,2.661576913289641,509.0628334635237,3.522316483481262,46.6,3.789195950500151,1
8.163999617620284,7.5200000000000005,1.582,529.6818065825521,0.27799999999999997,445.2,3.67308809381557,1
6.624774513591061,6.2301383942613455,5.230365471060447,429.2898954320752,4.718410557991746,121.2,3.537040784668471,1
5.272156458908084,6.333708066589372,3.4810716952189233,390.0120033463213,4.181690579426423,137.8,4.063825853972672,1
6.903074330528872,6.16,5.0200000000000005,601.9852229466272,0.8700000000000001,4399.0,4.473887010766568,1
7.46655835764527,7.359999999999999,4.540000000000001,358.9095885991457,0.976,148529.4,4.991674870778567,1
7.397650662541773,7.6,4.0600000000000005,376.4821710041306,0.8699999999999999,6622.6,3.0784787878788222,1
6.4290092432655,7.749579505402602,2.5497723561418786,311.7500192169767,2.668366124829109,83.6,4.1135850300896575,1
6.545402953195577,7.6080447615786255,3.163102060650278,366.9262934148978,3.9963117621635265,113.2,3.4065631996849204,1
5.53953369002387,8.374504338540236,2.857351901503309,437.3416552011855,3.444677641788856,77.8,3.755660187275043,1
7.376161138266742,7.540000000000001,3.8,357.37293120052715,5.322363970745998,5005.0,4.0102353937852335,1
9.318613915632229,6.724093429566791,2.7207345978349275,476.5103844769183,0.8039999999999999,376.4,4.642719286485374,1
6.701940911688224,6.24,4.66,404.9307262933357,2.1478357637907903,4399.0,4.179449580997948,1
5.5475762631029415,6.8895916496637755,2.875963494687945,596.6504951962747,6.241628367511133,4252.0,4.448670726124141,1
9.001822865226588,7.40321357394599,3.044453659277738,561.6870033606198,1.7002467293319774,442.2,3.976873452391297,1
9.130768886836288,7.859999999999999,2.026,542.8067817707314,0.27799999999999997,1110.2,4.771443754534465,1
4.077920470156396,8.141995959163804,3.8577087720411036,307.87757100128897,7.0005725478962,128.4,4.78905205310489,1
7.1252110755305536,7.42,2.54,404.7045963253844,0.8700000000000001,1818.4,3.9080753459125,1
13.54124023656798,7.912264214784864,3.2663039744022813,411.2644649895598,4.8646703346682045,88.0,3.52919095680354,0
7.171223722909929,7.720000000000001,2.3200000000000003,436.6024359703054,2.1551612531465194,1804.4,2.2090917998705097,0
8.054971612202072,7.105866718761964,2.3509453863271537,336.142004500941,1.940292472404439,458.2,4.410673878237046,0
6.977744099966936,5.380000000000001,6.26,333.96856768978546,1.4140000000000001,7604.0,3.5306226939577465,0
6.357166719993876,6.24,4.66,527.9326363981594,1.0299209902887227,4399.0,5.222077291311566,0
7.0618318708734735,6.642570054718744,3.79077975136057,406.3404245381011,6.010240467281182,831.0,4.464243686429189,0
8.339436756896689,7.859999999999999,2.026,452.3375200261596,0.27799999999999997,1110.2,4.133696121710745,0
6.276956510097866,7.610981531394543,2.3258941977186955,445.1861329946232,2.1064239966668854,101.8,3.214286497191318,0
10.94747263615245,6.910548407529068,3.2443909581796646,376.9038205163984,5.771371259485322,125.6,3.112317481644133,0
9.87179123237563,6.967337515980899,3.319696183049449,490.4518347329697,6.242267458720568,79.0,3.652263830808236,0
4.317187353941982,7.418848008845953,2.928930830548589,446.3413191739493,3.2293440872243893,104.8,4.078277144763918,0
4.227537385918204,8.066651419860092,2.673225083123227,402.6607735191696,5.506800779139541,73.6,4.479628314203464,0
4.140077138692398,7.164871426822577,4.180837138219369,432.5111966787743,5.640491251944654,119.4,3.1675825705584386,0
5.349997296912594,6.42576310724036,2.379946915525694,431.4760403079216,6.846590015139062,154.0,3.838721385483184,0
7.578014307935787,7.340000000000001,2.2199999999999998,517.4830565730041,0.53,148624.0,3.503818511432529,0
7.710137890814498,6.839999999999999,3.7,437.5140660747828,0.53,144449.0,3.8986708026972754,0
8.330743318988178,7.859999999999999,2.0260000000000002,429.2255002041538,1.2500686978665625,452.0,2.408049128547934,0
6.510972334665771,7.223559094611086,3.7383208615808856,367.9345550600072,3.3824961596518826,4293.4,3.9625251101758447,0
7.6005520256218135,7.478935501009966,3.062057552407842,599.5460191383654,4.294301838108664,29.6,4.128746146713473,0
6.9343105827538345,6.160000000000001,5.0200000000000005,403.2150907193596,1.6828064831477079,4399.0,4.210975272536809,0
8.618653849249895,7.859999999999999,2.026,343.7400071993143,0.7959999999999999,1622.2,4.141341848770995,0
8.460963963587503,7.859999999999999,2.026,547.9116799321619,0.27799999999999997,445.2,4.728493823388889,0
4.004248332658408,8.252867598884084,2.1439755069383044,354.439531283324,3.750647949399162,60.2,4.445946435865923,0
3.762097646306431,5.976070809548931,2.620580257493967,493.226463387201,5.446862521819411,92.2,4.986069330213056,0
3.795132905042617,7.54917289196686,3.2988630011058104,365.4916791554963,4.529444447260745,121.0,3.1850831676181475,0
5.660736311071097,7.046572261341422,2.9885277902052927,385.7480533333259,4.919267904132374,102.0,5.016187558860874,0
9.396148399484137,6.777529834832199,2.8700624334680427,503.7936908722023,5.3756004649129565,150.0,4.606058055039483,0
13.349888560662292,6.429747863630178,2.927913474212758,450.84636925728,6.918036090967375,68.4,2.5310748546478967,0
6.96588269607818,7.393293123323294,2.270877919303732,395.78562300499647,5.097253679554997,83.2,3.776099720401672,0
7.8179012805146595,6.660000000000001,3.6399999999999997,460.5992142125421,0.55,144449.0,4.622667687389199,0
7.270174125389454,7.499305411880529,3.7931568145952346,320.3547808944436,4.667441729300234,88.2,4.266869045131157,0
1.4317815547427415,7.766457393370297,3.640393646279466,495.3798826950329,5.576926866138546,104.0,4.948442555998784,0
6.970036693982143,5.380000000000001,6.26,325.79239956029244,2.048,7604.0,4.27528772019042,0
10.851860346886728,7.015411821071996,4.78981792645722,589.6281054893342,5.022822810134872,118.0,4.345012724758552,0
6.588007289609895,7.3266370682655095,2.5323785567597747,330.91481993767815,8.751409573879972,55.8,4.216454466143605,0
9.004352169514855,7.7086347353054,2.6888376809586805,411.1936210517867,3.489492549502857,365.4,3.5278934709486345,0
8.047734285511547,6.348130833162021,3.109456808739821,393.8377507241946,4.724129374451485,100.4,4.374332547150972,0
4.328282515586857,7.653068309443597,2.8887129297222467,543.716028645934,8.943439379769552,151.8,3.7085258632452858,0
7.417823926645138,7.459999999999999,4.0200000000000005,361.10176943442553,5.059506544985835,5157.2,3.4708120786488497,0
3.2616697873910208,7.829973811084689,3.914179289833649,424.2128100944347,2.959304752497208,80.4,4.280669331366605,0
7.089404738153175,7.384748221051287,2.3723542513259157,481.97993436874464,3.0690298601805415,362.8,4.742163225987996,0
7.928831288871604,7.160000000000001,1.4000000000000001,389.0056782191031,0.37979011552352143,887.4,3.413572942692293,0
7.97532990104869,7.159999999999999,1.58,363.8535788368086,0.534,854.2,3.306129016543918,0
9.504157787679786,7.80513100945644,3.832823445254058,382.4730046177987,4.377302586277645,138.8,4.343041372691288,0
5.158722568170486,8.191110062160039,2.2403422147480834,325.2025697168124,3.5233902486715594,128.8,4.094605278206265,0
3.923473633078401,6.820996279498947,4.097211571213615,292.390155079548,5.42455195453479,52.4,4.582982365865108,0
7.364901522366767,7.648175953459275,3.4092742891938803,480.310714248869,4.302800281065455,131.6,3.6732395577842394,0
5.849778285365157,7.014734163949527,2.7432089108279096,596.4032156995681,4.699683059923339,11664.2,3.643815887541561,0
5.890870358820865,6.690285254153332,1.6700871795784675,281.54445162396865,9.905186173061947,189.8,4.370776559745803,0
5.963479205038237,6.639206425363554,4.089406554502179,284.4970261350037,4.581922008644797,137.2,3.7278133228957,0
6.106759636289104,6.225910261046414,2.936571347257865,389.5914400911419,4.859340999563129,110.6,3.924967064282447,0
6.898932481849855,5.0600000000000005,7.220000000000001,396.8112143857839,2.6905833030995634,11743.0,3.688455553387866,0
8.091812332148193,6.9,1.58,432.1899313966691,0.27799999999999997,1106.8,4.370031238360665,0
7.611982388879645,6.720000000000001,3.9599999999999995,577.4447127405397,0.5299999999999999,148624.0,6.494748555990993,0
8.88697933200267,7.749026760685615,2.3825446501938,378.6589217915079,1.905499307407051,1127.4,4.731195077016265,0
6.532097273862361,7.18616310879999,5.553467920033728,601.0329818069805,3.8365539703373317,11675.0,4.599324041143387,0
7.833980482334359,6.6800000000000015,3.2199999999999998,338.2311222952338,0.554,144449.0,4.254477177044036,0
11.563169064627823,7.1051628765819475,1.92692072056321,366.3126720990371,6.7617381425868475,29.8,5.107236013970264,0
6.782868548051976,6.43639797652456,5.107244549711174,435.0945740311392,1.5805939560591544,4338.6,5.468590847062822,0
8.288765459923367,7.859999999999999,2.026,525.0886107113272,0.286,615.8,3.5805234612779118,0
0.975577989772022,7.609143866799063,2.752196886705226,439.1127646925047,3.3272024453616056,108.6,2.533996269917253,0
7.528980405257183,7.339999999999999,2.2199999999999998,379.3392930771983,1.0149766221477106,148541.2,3.644409765433974,0
9.764658133573889,7.7258149422541305,3.115538097476623,512.3318462889422,5.943930396598307,158.8,3.0245711775061466,0
10.19166523931888,8.189756944257095,2.6192951016340014,468.3713868157803,6.057474258187759,132.4,3.403422697598267,0
2.9251743203391,8.193841657289237,2.602334109160503,403.2437351708769,7.754522219609247,45.6,3.678588221192268,0
7.140512800118212,7.387419157729643,2.5407292448815073,476.20158511042473,6.5743310801715396,110.0,3.027946496632832,0
6.657793590506106,6.24,4.66,555.8990376906735,1.848,8773.0,3.868925701517684,0
7.005230139691345,5.380000000000001,6.26,379.5988064306426,1.3989766221477107,7604.0,3.589865760483302,0
6.549255746370068,7.538776514971116,3.6244315543813976,381.645130872058,4.735006129075117,133.8,3.761633184058843,0
6.227841921598111,6.4702247703321465,4.8845140438863535,531.6307209972657,3.627524367371963,4388.2,4.599573326595357,0
6.3927604591582,8.015205891740036,3.181938682984099,358.17449357422,3.124375999045977,4325.0,4.421528142053679,0
6.088022489133808,6.971968055719041,2.5013441405610983,387.97063524700513,6.6595097955614575,73.0,4.173083496432676,0
3.9613890465892574,7.3767740838375575,3.3128397419543303,444.7942767179921,5.308352725286818,101.8,4.09296589972163,0
4.275159672976756,6.943859615330045,3.97641038932377,508.7920977971788,5.163365943845475,76.4,3.7328560505383,0
7.301903491347546,7.540000000000001,4.3,487.3333212872414,1.144,6622.6,3.4306991879662263,0
10.893484732796878,6.768237041031346,2.933343124023775,383.1995849168967,5.458348226482718,137.2,3.6349703957714343,0
6.798097459929966,6.080000000000001,5.180000000000001,470.4935448476128,2.352218159732867,4399.0,3.571622599227372,0
11.496702452694173,7.4790221501113505,2.415516716116665,357.5225994193591,4.9884492320178335,117.4,3.132253296074809,0
5.808238633928169,6.747641088042483,2.736067461738461,325.83135972889204,4.867317221624205,564.8,4.819063730480007,0
7.401004597625682,7.426552897332314,2.254153681996988,356.3690224100897,4.876235939778876,82.0,4.886633785371213,0
5.67933046540694,7.787280566016285,2.5744611724725432,546.8951435157636,7.371419526212179,149.0,3.292071094767518,0
7.783305612895872,6.839999999999999,3.7,372.7649817493216,0.55,144449.0,5.045619628382069,0
6.316470521496127,7.300647979362621,2.2084806119581617,463.341216610962,2.121130882062027,11700.4,4.902735485533553,0
8.605374455470146,7.557119435801361,1.8748552606604174,264.6994734696039,0.246,455.6,3.665323340605604,0
7.1919161376586995,7.913797888125802,3.2108971146144683,403.6000242988084,2.15915900575425,73.2,5.185641934752974,0
7.057552645613959,7.1800000000000015,2.84,393.7404972001215,0.8700000000000001,1823.4,4.486402626885769,0
4.850104171409935,7.2513412857513915,3.217406920463207,392.7004931377779,3.917676102365627,139.2,3.8853855181381753,0
7.022326464932024,6.906475566163513,4.360798561541602,380.9746722788243,3.5022087395028736,7924.6,4.775120946563509,0
4.5609165358431625,8.532468858944611,3.414223197047214,323.78327706621985,4.378211333559779,87.6,4.1236217363003,0
9.130828108445352,8.033078848385028,3.570043459772429,509.6617816298283,7.036005382524351,748.8,3.074134304700189,0
6.802056093180172,6.974813541020341,3.0396414713869637,386.5085992841989,7.83923859072668,97.0,2.840893065983159,0
4.233558617035277,6.132965507593915,2.428616721443665,355.8170972680058,2.88112632908636,94.6,3.5156720788235405,0
5.571019711316263,6.83582718955285,3.033044828543064,434.05125330700906,3.44845156999839,146.8,3.931306748154382,0
7.314496952624788,7.4652541383326225,2.630604724115212,424.7796636296518,1.901237731077633,171.2,4.825701798028204,0
8.52714249773106,7.859999999999999,2.026,615.6111669278922,0.27799999999999997,1110.2,2.649423905095601,0
4.570854412606884,6.01087799273156,2.9914344136585784,460.7790583154997,4.037837691113373,153.8,4.484185987055187,0
8.90373377508948,8.54963147509801,2.7940449829364757,317.3492443408267,2.9647043553214116,441.6,4.365169641644011,0
9.459930509926664,7.167517009497902,3.4834804639752432,433.1450049151196,8.643522831307113,144.6,3.322889737953824,0
6.040281662132799,6.923110735883682,3.7141263687283526,488.274930061853,5.048889371292375,195.0,5.7615803220339,0
5.766431193882129,8.668189145877568,3.1071285064559904,354.2703448184502,4.032654767235522,30.4,3.9789326559790976,0
4.66349219217203,7.621831334084348,3.429083293286804,378.1490001555316,5.153564669640987,127.4,3.742293454202677,0
5.726336215779158,7.730793023196734,3.3880235269427295,307.9875511048973,7.1344383907074445,65.4,3.912289081846988,0
10.933110723500878,6.930048127166698,3.137288368438516,593.7257640524164,3.37093697255965,2005.2,3.89498862443327,0
4.281522088672812,7.594938645826484,4.477124477645272,306.69250419342893,8.41309313147482,91.6,4.3711671683417785,0
7.9484883721691055,7.159999999999999,1.4,394.7679885141045,0.55,887.4,3.891124346326485,0
6.825647036962729,6.408910433114231,4.899970207675832,447.28911533409513,1.6898790809003874,11705.0,2.8044803845141923,0
7.285371191083492,7.88,2.34,373.1902821490745,2.3052883114249796,5007.2,3.6944820469170487,0
5.984941214650305,7.884885103565352,3.7148850128702966,392.9710196692629,5.069431353896227,158.8,3.4886752740390854,0
5.368988344377341,7.708940266124246,2.1934372995148275,334.81995443651584,6.524758201314398,118.2,3.737882779977894,0
4.016590232603383,6.368976561189872,2.848577538300421,442.3851181934442,2.724561079305777,49.8,4.417134152553989,0
6.969134817853153,7.114632015609489,2.302416334417029,364.8062731549298,6.309096264545958,70.8,3.170543086971916,0
7.719000805137069,6.719999999999999,3.78,423.20353345406727,0.7540000000000001,144508.6,2.8848187710564264,0
5.9837312940398855,7.187093493067211,2.993104137759298,443.5439340412618,5.624334887508312,101.8,3.849382769796561,0
7.732601708635223,6.839999999999999,3.7,453.3856317377736,2.711696475165866,143728.0,3.854993745978746,0
8.847880710565029,7.895120286552768,2.5502358428416234,386.4641507477815,1.825538864166021,1083.4,4.143450991614013,0
7.561832947775752,7.340000000000001,2.2199999999999998,397.5879743330805,0.606583994110699,148624.0,4.03215034240876,0
8.75856005645011,7.859999999999999,2.0260000000000002,371.9151708220489,1.4558381824644044,5821.6,4.444375641530267,0
7.233158460789641,7.80620183657947,3.125690723767529,422.23486057105725,6.777591257500481,115.8,3.228379217091306,0
3.832917408963562,7.229991650314419,2.2616498291699316,421.1834780149268,7.018138027269613,64.0,4.768660397450635,0
3.730128006866974,7.575954517092299,2.9470755833408386,456.9057035035981,4.676006985671795,126.6,4.943032174246396,0
5.801571267427695,7.249165780644833,2.3728449802863634,281.08503234854834,8.42615899207839,204.2,4.42537756358649,0
3.678431807207628,8.166710839904955,3.8580259446419376,350.5404796207255,5.86955441508238,110.0,4.480108576205011,0
5.143587480040672,5.667437799160565,2.851082476912948,389.24214752706166,6.2921144543494565,103.0,3.0961644901713825,0
6.6282561973074925,6.24,4.66,437.9186252990834,2.861410039871734,11741.6,4.464457184096776,0
7.372447183774656,8.01554697141912,1.9855867559991094,552.8790336670374,4.2891593467254285,105.2,4.762871709109083,0
3.1020755653395566,7.407629428827525,2.670943695966976,427.2167644660192,3.1048792506238243,76.0,4.2480753693420485,0
4.497585145008658,7.072547265177303,3.6721738702092908,556.0329223405597,4.745745236869725,107.0,4.965738556348034,0
5.584124358081074,7.979727766972654,3.6891902467756372,366.5581312021816,4.53246123649451,140.2,3.852731892748421,0
6.4952017970497264,7.173108847760356,2.1418976254482915,459.29837847720967,4.579542909220128,124.4,4.858164685873184,0
10.33127327592513,8.188897637818133,3.2611711001223447,376.1021037638319,4.375646332765448,79.6,2.67344087146352,0
9.13079589890256,6.2239406242774304,2.001157304870814,453.8735707211663,5.596645152520941,91.6,3.0257073692803504,0
4.618850846633238,7.6033526064488255,3.037150623252822,312.2813818387051,3.3337163036288913,146.8,4.322115889209005,0
6.931244178141836,6.4,4.64,477.06297483944144,0.898,4389.0,4.89795711765109,0
5.602158585181398,7.088875512195727,3.6968823988981834,530.204760125255,3.4847367348716163,119.6,4.067048744823668,0
7.520518926663479,7.339999999999999,2.2199999999999998,545.1466502467048,1.1344076818300481,148577.2,4.227765963772117,0
5.58246981997149,7.639596389222848,2.7855716650160347,452.0807653778561,6.103774224896904,74.8,4.048113258131365,0
7.992749619333389,7.159999999999999,1.4000000000000001,468.6029981020903,0.35,887.4,4.062907043028831,0
8.210357972710824,7.859999999999999,2.026,361.6143910515657,0.27799999999999997,445.2,3.716663875021242,0
9.901930594363924,7.078417562543921,3.841096590830394,426.5348074742217,3.811454877453157,171.2,4.226949553930562,0
6.582609072323182,7.8264068354070035,3.1164081846492038,399.8386617026264,5.000746965286699,64.0,3.732339331231006,0
9.405875050804864,8.623996136229923,2.1605268084904514,398.8062463827533,6.062200975745943,100.2,4.033733317238236,0
9.58789502997377,7.237464468286061,4.148207211878814,323.79486235142434,2.6548493772606476,786.0,4.666916974276835,0
4.633202516472866,7.656807306623023,2.7876636501981937,456.2148284792014,4.48078004590781,88.4,4.751858815287916,0
6.901111019881917,5.0600000000000005,7.220000000000001,450.2529740439127,2.786408410927088,11733.0,3.61649834167658,0
7.79555762878438,6.839999999999999,3.7,471.41335648522914,0.55,144449.0,3.629252282459239,0
6.757669334186471,8.19110636916798,2.235324313256239,371.4829106557067,4.107682777267852,95.2,4.59253797924015,0
0.0,7.428562535936274,2.046404144100337,583.4488493097667,7.886894554253331,127.6,4.928839979650702,0
8.398261060278296,7.859999999999999,2.0260000000000002,498.36537661237526,0.27799999999999997,445.2,2.627862469966988,0
6.255149748918091,8.21195104098508,3.363551258732348,295.04249226405994,4.313596263750826,105.0,3.146482535996279,0
11.496858885301972,8.92052979425415,1.5198305286967753,260.53175818559777,5.628753706742775,28.8,5.005193167286548,0
6.720000000000001,12.38,3.046,283.172007740677,3.009958744814077,228.4,4.008443471887594,0
9.347344621102474,7.627402875388826,2.829757527112598,512.4463050206832,5.943930396598307,158.8,3.615151099257613,0
11.62114013448698,6.866057333588179,4.423018458936146,447.0452134414225,3.757960499015865,135.8,3.472067461528145,0
10.337670863581334,7.206427147891981,2.8809073185554768,561.2062376872427,1.6122467293319775,440.0,5.063108914843383,0
6.270337968396695,6.423206590151532,3.585725046016293,401.7313382997792,6.243346400308904,84.0,3.954964291727349,0
5.287982807934926,7.919823720307994,3.4298627371358643,464.0748499377378,2.916056305245528,115.8,3.3110340047208244,0
7.617524134239115,6.68,3.8,355.4255317460509,1.4849502591990693,148624.0,3.6983173972917056,0
7.149124567592087,7.340000000000001,2.7,301.9842395216359,2.9077212492738598,1848.4,3.787033414567679,0
8.651389726569342,7.520753110094558,4.037532504577015,444.8435840256904,3.711576677247559,410.4,3.2664097400709085,0
